# Bend, Stretch, theta1, theta1_predicted, error1, theta2, theta2_predicted, error2
29.23,5.55,15.94,13.98,1.95,11.62,13.85,2.22
29.77,5.55,15.41,14.03,1.38,11.72,13.49,1.77
29.34,5.55,15.26,13.99,1.26,11.68,13.76,2.07
28.77,5.25,14.85,13.56,1.29,11.67,13.49,1.81
29.39,5.25,14.66,13.61,1.05,11.69,13.10,1.42
29.80,4.94,13.98,12.26,1.72,11.89,12.40,0.50
29.69,4.94,13.73,12.33,1.40,11.98,12.45,0.47
30.81,4.58,13.54,12.15,1.40,12.06,12.18,0.13
30.81,4.58,12.93,12.15,0.78,12.23,12.18,0.05
31.25,4.58,12.73,12.26,0.47,12.30,12.08,0.22
32.11,4.38,12.50,12.14,0.36,12.33,11.10,1.23
31.67,4.38,12.42,11.87,0.55,12.36,11.50,0.86
31.67,4.31,12.25,11.78,0.46,12.43,11.26,1.17
31.72,4.31,12.17,11.80,0.37,12.39,11.24,1.15
31.73,4.36,12.12,11.86,0.26,12.38,11.40,0.98
31.55,4.36,12.07,11.80,0.27,12.33,11.50,0.83
31.38,4.36,11.98,11.74,0.24,12.37,11.59,0.78
31.33,4.25,11.95,11.61,0.34,12.34,11.21,1.12
31.88,4.25,11.93,11.90,0.04,12.31,10.84,1.47
31.70,4.19,11.74,11.65,0.10,12.40,10.86,1.55
31.86,4.19,11.68,11.77,0.09,12.41,10.65,1.76
30.86,4.23,11.57,11.40,0.17,12.49,11.39,1.10
31.20,4.23,11.48,11.55,0.07,12.50,11.22,1.28
30.20,4.23,11.33,11.11,0.22,12.48,11.72,0.76
30.91,4.33,11.29,11.52,0.23,12.49,11.72,0.77
30.38,4.33,11.33,11.33,0.01,12.51,12.00,0.51
30.70,4.42,11.41,11.62,0.21,12.47,12.20,0.28
30.28,4.42,11.81,11.48,0.33,12.39,12.42,0.03
31.83,4.97,11.96,13.04,1.08,12.37,11.57,0.81
31.73,4.97,12.21,12.99,0.78,12.30,11.60,0.70
31.75,4.97,13.07,12.99,0.08,12.22,11.59,0.63
34.62,5.75,13.35,15.27,1.92,12.20,10.62,1.58
35.20,5.75,14.09,16.10,2.01,12.06,9.80,2.26
37.73,6.59,14.52,19.95,5.43,11.97,7.32,4.66
39.28,6.59,16.19,19.25,3.05,11.91,7.37,4.55
41.78,7.78,16.84,20.26,3.43,11.90,8.93,2.97
43.92,7.78,17.58,14.99,2.59,11.92,30.73,18.82
47.91,9.67,20.11,26.08,5.98,11.73,9.73,2.00
49.22,9.67,21.09,25.12,4.03,11.79,9.41,2.38
51.39,11.53,23.48,30.95,7.47,11.63,11.81,0.17
52.41,11.53,24.73,28.73,4.00,11.52,13.17,1.65
55.80,13.30,28.84,34.24,5.41,11.27,11.05,0.22
56.09,13.30,30.33,33.95,3.62,11.25,10.51,0.74
56.27,13.30,31.74,33.68,1.93,11.25,10.27,0.98
56.95,14.52,35.59,37.18,1.59,11.39,9.47,1.92
58.09,14.52,36.62,37.29,0.67,11.50,9.51,1.99
57.66,15.45,38.61,41.40,2.79,11.76,9.79,1.98
59.34,15.45,39.79,42.76,2.97,11.74,10.32,1.41
60.23,16.84,43.26,46.28,3.02,11.94,11.06,0.88
60.16,16.84,44.74,46.18,1.45,11.97,10.91,1.06
61.17,16.84,46.34,48.40,2.06,12.06,13.16,1.10
62.33,16.84,52.68,52.14,0.54,11.92,11.96,0.03
62.89,16.84,54.81,53.01,1.80,11.93,11.98,0.05
61.09,19.22,59.14,55.09,4.05,12.10,13.30,1.19
60.88,19.22,61.19,54.45,6.74,12.19,12.71,0.52
60.52,19.83,65.71,53.54,12.17,12.61,12.86,0.26
60.14,19.83,66.80,53.20,13.59,12.80,12.92,0.12
60.11,20.19,67.67,54.89,12.78,12.94,13.04,0.10
59.62,20.19,69.27,55.17,14.10,13.46,13.04,0.42
59.48,20.19,69.59,55.25,14.34,13.59,13.05,0.54
60.16,20.39,70.14,55.89,14.25,13.80,13.07,0.73
59.86,20.39,70.17,56.06,14.11,13.86,13.08,0.78
60.52,20.34,70.57,55.41,15.16,13.90,13.19,0.71
60.33,20.34,70.79,55.55,15.24,13.90,13.06,0.84
60.12,20.33,70.87,55.59,15.28,13.89,13.06,0.82
60.16,20.33,71.09,55.57,15.52,13.92,13.06,0.86
60.09,20.33,71.03,55.61,15.42,13.94,13.06,0.87
59.12,20.67,71.30,57.91,13.38,14.06,13.15,0.92
59.86,20.67,71.44,57.48,13.96,14.12,13.13,0.99
60.02,20.80,71.58,57.92,13.66,14.45,13.22,1.23
59.58,20.80,71.73,58.19,13.54,14.54,13.21,1.33
59.83,21.05,71.92,58.88,13.04,14.56,13.42,1.13
60.28,21.05,72.70,58.60,14.09,14.66,13.43,1.23
59.81,21.05,72.49,58.89,13.60,14.70,13.42,1.28
59.62,21.03,72.49,58.97,13.52,14.73,13.41,1.32
59.83,21.03,72.56,58.85,13.72,14.66,13.41,1.25
59.28,21.06,72.57,59.27,13.31,14.64,13.43,1.21
59.34,21.06,72.22,59.23,13.00,14.54,13.43,1.11
60.03,21.06,72.14,58.79,13.35,14.49,13.44,1.05
61.88,20.80,72.15,55.58,16.57,14.36,18.53,4.16
62.19,20.80,71.09,54.73,16.36,13.79,20.78,6.98
63.28,19.83,70.49,62.14,8.35,13.54,13.42,0.12
63.91,19.83,69.62,60.88,8.74,13.28,15.50,2.22
64.38,18.66,66.14,62.84,3.30,12.58,13.69,1.11
64.12,18.66,64.77,62.96,1.81,12.39,13.14,0.75
63.81,18.66,62.55,62.83,0.28,12.14,12.53,0.39
64.11,17.75,61.17,58.97,2.19,12.12,13.04,0.91
63.34,17.75,57.65,58.52,0.87,12.26,11.37,0.89
62.84,17.23,56.61,55.07,1.54,12.31,10.74,1.57
63.50,17.23,55.59,55.85,0.26,12.30,11.99,0.31
61.92,16.53,52.71,51.06,1.65,12.29,12.40,0.11
62.44,16.53,51.49,51.21,0.29,12.34,13.52,1.18
61.98,16.53,49.54,51.17,1.63,12.25,12.40,0.15
60.16,15.48,48.58,43.18,5.40,12.15,13.94,1.79
59.84,15.48,45.14,43.11,2.03,12.17,12.08,0.09
59.08,14.44,43.88,29.90,13.98,12.13,22.72,10.59
57.75,14.44,42.42,37.03,5.39,12.15,9.71,2.44
54.73,12.69,38.30,35.06,3.25,11.89,9.63,2.27
53.03,12.69,36.69,34.40,2.30,11.84,11.04,0.80
47.09,10.48,33.13,28.30,4.83,11.73,11.65,0.08
46.25,10.48,31.36,27.91,3.45,11.67,12.13,0.46
42.34,8.72,26.44,24.03,2.41,11.84,11.42,0.42
40.50,8.72,25.03,23.10,1.94,11.91,13.10,1.20
39.50,8.72,23.73,22.71,1.03,11.98,13.11,1.13
36.20,7.36,20.97,20.66,0.32,12.07,10.83,1.23
34.39,7.36,20.19,20.45,0.26,12.09,11.48,0.61
33.14,6.58,18.30,18.01,0.29,12.06,11.60,0.47
32.61,6.58,17.84,18.14,0.30,12.01,11.67,0.34
33.08,5.94,17.42,15.05,2.37,11.98,12.48,0.50
33.95,5.94,16.57,15.18,1.39,11.89,12.00,0.11
33.22,5.94,16.26,15.07,1.19,11.97,12.40,0.44
34.86,5.36,16.20,16.12,0.08,12.00,9.45,2.55
34.88,5.36,16.31,16.14,0.17,11.95,9.42,2.53
35.88,5.25,16.40,17.98,1.58,11.93,7.55,4.38
34.97,5.25,16.38,16.51,0.13,11.95,8.95,3.00
35.59,5.14,16.38,17.69,1.30,12.00,7.70,4.30
35.28,5.14,16.45,17.27,0.81,12.05,8.12,3.93
35.83,5.14,16.48,17.93,1.45,12.09,7.43,4.65
36.58,5.09,16.50,18.71,2.20,12.09,6.52,5.58
36.28,5.09,16.35,18.40,2.05,12.32,6.85,5.47
37.44,5.16,16.24,19.61,3.37,12.40,5.61,6.79
37.70,5.16,16.04,19.54,3.50,12.48,5.63,6.85
37.45,5.16,15.96,19.61,3.65,12.51,5.61,6.90
39.64,5.25,15.61,18.98,3.38,12.64,5.85,6.79
40.45,5.25,15.52,18.63,3.11,12.67,5.87,6.81
40.69,5.25,15.49,18.49,3.00,12.73,5.93,6.80
40.41,5.62,15.53,18.86,3.33,13.15,6.49,6.66
38.98,5.62,15.57,19.26,3.69,13.48,6.49,6.98
35.31,6.14,15.62,16.56,0.94,14.21,10.56,3.66
33.02,6.14,15.63,16.09,0.46,14.61,12.11,2.49
26.27,6.50,15.51,18.06,2.55,16.11,13.43,2.69
23.70,6.50,15.44,16.13,0.69,16.72,13.60,3.13
23.75,6.50,15.38,16.16,0.79,17.32,13.60,3.73
29.80,7.14,14.97,18.84,3.87,19.04,11.97,7.08
31.34,7.14,14.92,19.97,5.05,19.73,11.87,7.86
35.12,7.53,14.77,20.92,6.14,21.21,11.37,9.84
37.25,7.53,14.76,21.23,6.47,22.00,10.57,11.43
40.61,8.17,14.63,20.74,6.11,24.83,12.51,12.32
41.14,8.17,14.59,20.46,5.87,25.87,12.40,13.48
42.69,8.17,14.55,19.50,4.95,26.88,12.70,14.19
44.41,8.78,14.37,23.83,9.46,30.10,14.83,15.27
45.59,8.78,14.34,21.51,7.17,31.27,21.46,9.81
47.36,9.44,14.25,25.76,11.51,32.44,9.72,22.72
47.67,9.44,14.15,25.53,11.39,34.75,9.56,25.19
51.02,10.09,13.99,23.59,9.60,38.40,22.62,15.78
51.91,10.09,14.02,22.63,8.61,39.65,32.50,7.15
52.89,10.09,13.93,21.34,7.40,41.08,37.36,3.72
55.73,11.05,13.86,19.39,5.53,45.63,40.08,5.55
57.17,11.05,13.85,17.31,3.46,47.26,47.04,0.22
59.05,11.64,13.83,15.50,1.67,50.85,58.64,7.79
61.16,11.64,13.82,13.72,0.10,52.61,72.24,19.63
63.62,12.27,13.89,12.99,0.89,58.29,70.66,12.37
65.17,12.27,13.93,12.84,1.09,60.24,76.69,16.45
65.78,12.27,14.04,12.81,1.23,62.10,78.87,16.76
69.00,13.38,14.17,12.46,1.71,68.71,67.25,1.47
71.03,13.38,14.18,12.97,1.21,71.30,77.58,6.28
73.28,13.94,14.18,13.30,0.88,76.80,76.37,0.44
74.53,13.94,14.18,13.62,0.56,79.72,82.87,3.16
78.25,14.75,14.10,14.41,0.31,88.99,85.26,3.73
80.64,14.75,14.05,14.36,0.31,92.34,99.86,7.52
81.80,14.75,14.09,14.55,0.45,95.47,107.84,12.36
86.98,15.53,14.04,15.97,1.92,104.57,113.49,8.92
91.14,15.53,14.09,16.28,2.19,107.59,127.82,20.23
93.14,16.39,14.24,16.56,2.32,113.04,127.76,14.71
102.08,16.39,14.35,17.68,3.33,115.48,135.82,20.34
103.89,16.39,14.69,17.99,3.30,121.59,137.61,16.02
104.98,16.95,14.89,18.35,3.46,123.23,136.09,12.86
110.30,16.95,15.00,18.04,3.05,124.64,139.46,14.82
102.91,17.12,15.32,18.00,2.68,127.96,134.51,6.56
104.14,17.12,15.40,18.24,2.84,128.82,134.92,6.10
120.00,17.41,15.55,18.11,2.56,130.29,136.48,6.19
113.83,17.41,15.68,18.09,2.41,130.90,140.76,9.87
114.34,17.41,16.02,18.05,2.03,132.57,140.44,7.87
124.45,17.84,16.10,19.32,3.22,133.11,138.85,5.73
122.67,17.84,16.24,19.25,3.02,133.63,137.88,4.24
121.39,18.19,16.60,19.85,3.25,135.16,140.74,5.58
127.09,18.19,16.68,20.24,3.55,135.57,140.26,4.69
118.89,17.84,16.80,18.79,1.99,136.14,140.91,4.77
126.31,17.84,16.83,19.40,2.57,136.11,139.81,3.70
125.08,17.84,16.56,19.35,2.79,135.47,139.17,3.70
113.39,17.05,16.35,17.16,0.82,135.06,138.07,3.01
98.56,17.05,16.07,17.17,1.10,134.37,132.97,1.41
100.12,16.27,15.22,17.31,2.09,131.89,134.47,2.58
94.38,16.27,14.93,16.62,1.69,130.96,129.66,1.30
89.25,14.33,14.28,16.27,1.99,128.04,128.63,0.59
86.98,14.33,13.84,16.35,2.51,126.05,126.20,0.15
69.59,12.86,12.94,13.00,0.06,117.72,82.24,35.48
62.19,12.86,12.68,21.33,8.65,113.69,47.93,65.75
56.53,12.86,12.47,29.89,17.42,108.14,16.17,91.98
43.89,8.94,11.83,26.01,14.19,87.24,10.99,76.25
39.53,8.94,11.74,22.49,10.75,79.84,12.90,66.94
31.80,7.34,11.68,19.97,8.29,65.18,11.49,53.69
25.95,7.34,11.69,16.58,4.89,57.81,11.77,46.05
22.23,5.48,11.65,15.79,4.14,39.48,15.14,24.34
22.72,5.48,11.60,15.34,3.74,35.25,15.81,19.44
22.66,5.48,11.58,15.40,3.81,31.68,15.75,15.94
23.28,4.78,11.37,12.40,1.03,24.14,17.56,6.58
22.36,4.78,11.32,12.36,1.04,22.27,17.20,5.08
21.67,4.56,11.15,12.45,1.30,19.67,15.72,3.95
20.02,4.56,11.03,12.98,1.95,18.81,14.51,4.30
16.34,4.34,10.69,14.34,3.65,17.03,11.29,5.74
15.16,4.34,10.52,13.61,3.08,16.61,11.94,4.67
13.69,4.34,10.46,13.17,2.71,16.18,11.90,4.28
9.20,3.73,9.96,11.09,1.12,15.31,12.82,2.49
8.48,3.73,9.79,10.91,1.12,15.04,12.77,2.27
6.12,3.36,9.43,11.25,1.82,14.54,12.05,2.48
5.75,3.36,9.24,11.21,1.97,14.29,12.06,2.23
5.61,3.36,8.91,11.20,2.29,13.76,12.06,1.70
4.95,3.53,8.92,11.25,2.33,13.56,12.10,1.46
5.08,3.53,8.95,11.18,2.23,13.36,12.15,1.21
4.97,3.53,9.19,11.24,2.05,12.93,12.11,0.83
5.39,3.83,9.33,10.94,1.61,12.83,12.16,0.67
5.98,3.83,9.66,10.61,0.95,12.69,12.40,0.28
6.83,3.95,9.84,10.49,0.64,12.63,12.54,0.09
7.64,3.95,10.24,10.68,0.44,12.65,12.59,0.06
8.33,4.48,10.41,11.07,0.66,12.66,12.53,0.13
8.94,4.48,11.13,10.99,0.14,12.75,12.60,0.15
9.44,4.48,11.40,11.10,0.30,12.69,12.57,0.12
10.17,4.84,11.90,11.83,0.07,12.59,12.93,0.34
11.53,4.84,12.13,17.09,4.96,12.56,6.95,5.60
12.91,4.84,13.17,21.30,8.13,12.38,2.40,9.97
13.52,4.84,13.67,21.09,7.42,12.33,2.69,9.64
15.38,4.84,14.14,19.78,5.64,12.34,4.65,7.69
20.50,6.42,15.43,15.48,0.05,12.66,13.87,1.21
21.48,6.42,15.98,15.67,0.31,12.78,13.82,1.04
22.27,6.42,17.36,15.82,1.54,13.06,13.79,0.72
22.80,8.20,18.03,20.56,2.53,13.36,13.06,0.30
22.89,8.20,20.17,20.61,0.44,14.45,13.06,1.38
22.25,9.73,21.15,23.59,2.44,14.91,14.40,0.52
22.94,9.73,22.25,23.82,1.57,15.47,14.81,0.66
32.02,13.02,23.45,31.71,8.26,16.08,13.49,2.59
37.94,13.02,24.73,32.24,7.51,16.76,15.58,1.17
42.02,13.02,29.07,30.37,1.30,19.55,11.85,7.70
49.53,17.61,30.64,42.20,11.56,20.64,11.66,8.98
51.61,17.61,34.37,45.09,10.72,22.43,13.49,8.94
54.75,19.89,36.09,56.64,20.55,23.44,13.15,10.29
55.94,19.89,41.90,55.91,14.01,26.00,13.11,12.90
56.95,22.78,43.77,61.49,17.71,26.85,16.24,10.61
56.89,22.78,45.53,61.50,15.97,27.89,16.21,11.68
57.42,22.78,50.93,61.34,10.41,31.60,16.81,14.79
57.25,25.59,52.50,61.32,8.82,33.38,40.02,6.64
57.94,25.59,55.65,61.20,5.55,37.56,41.06,3.50
59.67,27.02,57.01,59.70,2.69,40.15,62.64,22.50
61.47,27.02,60.90,61.76,0.86,49.02,59.46,10.43
65.52,28.69,62.18,63.10,0.92,52.28,80.43,28.15
66.91,28.69,63.40,66.18,2.78,55.84,76.64,20.80
68.12,28.69,67.07,66.00,1.07,67.01,77.18,10.16
71.98,30.70,68.11,64.67,3.44,71.28,104.74,33.46
73.78,30.70,70.02,63.05,6.97,80.12,117.62,37.50
74.05,30.70,70.67,62.78,7.89,84.81,119.09,34.27
75.98,31.94,72.74,62.70,10.04,97.80,125.80,28.00
77.23,31.94,73.32,64.95,8.37,101.78,121.92,20.14
78.36,32.50,73.78,63.95,9.83,105.53,128.82,23.30
82.48,32.50,75.07,74.61,0.46,114.31,114.87,0.56
89.55,33.11,75.37,72.23,3.15,116.65,122.38,5.72
90.12,33.11,76.19,70.96,5.23,121.72,123.35,1.63
88.05,33.11,76.29,75.36,0.93,123.00,119.71,3.29
82.38,33.11,76.26,74.60,1.66,124.06,120.41,3.64
85.83,33.11,76.18,78.44,2.26,126.65,117.07,9.58
92.00,33.36,76.18,69.38,6.80,127.15,125.58,1.57
90.72,33.36,76.40,72.19,4.22,127.57,123.42,4.15
89.69,33.36,76.63,74.43,2.19,127.73,121.67,6.06
98.47,33.39,76.78,59.95,16.83,127.74,135.27,7.53
91.66,33.39,76.87,70.45,6.42,127.74,124.88,2.85
89.83,33.50,76.85,75.40,1.45,127.68,121.80,5.88
97.77,33.50,75.91,61.23,14.68,127.28,134.14,6.85
89.09,33.00,75.69,72.11,3.58,126.89,122.02,4.87
93.47,33.00,74.88,63.62,11.26,125.48,129.75,4.26
93.70,33.00,74.46,63.25,11.22,124.59,130.15,5.56
86.61,32.02,73.06,67.55,5.52,120.92,121.44,0.52
89.86,32.02,72.34,60.63,11.71,119.37,126.78,7.41
89.25,31.38,71.65,57.38,14.27,117.52,123.51,5.99
88.20,31.38,68.59,58.38,10.21,111.77,123.51,11.73
87.59,30.12,67.28,55.29,11.99,109.74,115.06,5.32
87.12,30.12,63.91,55.81,8.10,105.24,113.96,8.72
87.42,30.12,61.88,55.48,6.40,103.01,114.66,11.65
88.28,27.39,56.30,46.50,9.79,97.19,101.22,4.03
88.34,27.39,54.51,46.49,8.02,95.55,101.24,5.69
87.25,26.45,51.26,44.37,6.89,92.73,94.76,2.03
88.70,26.45,49.86,44.02,5.84,91.69,96.01,4.32
88.12,25.56,46.72,41.86,4.87,89.14,91.63,2.49
88.67,25.56,45.54,41.72,3.82,88.68,92.25,3.57
88.89,25.56,44.48,41.67,2.81,87.96,92.49,4.53
89.44,23.69,40.99,35.94,5.05,84.85,87.34,2.49
89.00,23.69,39.86,36.18,3.68,83.39,85.93,2.54
88.39,22.41,37.49,32.15,5.34,80.02,82.61,2.59
87.64,22.41,36.47,32.05,4.42,78.09,80.73,2.64
85.31,20.84,34.05,29.20,4.85,71.50,78.89,7.38
83.31,20.84,33.45,30.04,3.40,69.12,74.27,5.15
82.00,20.84,32.89,31.32,1.57,66.94,72.21,5.27
75.89,18.97,30.53,30.13,0.41,61.23,72.64,11.42
73.58,18.97,29.69,32.92,3.22,59.29,68.94,9.65
67.78,17.09,27.92,26.36,1.56,54.67,61.73,7.07
63.69,17.09,27.00,51.94,24.93,51.78,17.68,34.10
53.45,13.92,24.38,34.20,9.82,42.54,12.02,30.53
48.31,13.92,23.68,32.93,9.24,39.28,13.27,26.01
45.39,13.92,23.01,32.25,9.24,36.16,10.95,25.21
34.42,10.55,21.15,24.76,3.60,28.18,11.62,16.56
31.02,10.55,20.68,26.58,5.90,26.10,11.22,14.88
28.44,9.30,19.34,24.13,4.79,22.12,11.15,10.97
26.50,9.30,18.81,24.73,5.92,21.35,12.46,8.90
22.89,8.12,18.25,20.31,2.06,20.80,12.99,7.81
22.06,8.12,16.58,20.35,3.77,19.97,13.01,6.96
21.36,8.12,16.11,20.47,4.36,19.85,12.99,6.86
18.16,6.86,15.64,15.86,0.22,19.80,13.90,5.90
18.38,6.86,14.28,15.80,1.52,19.70,13.99,5.71
18.09,6.61,13.97,15.74,1.78,19.60,12.72,6.88
17.97,6.61,13.29,15.82,2.52,19.43,12.57,6.85
21.11,6.31,13.01,15.76,2.75,19.27,14.05,5.22
23.75,6.31,12.03,16.81,4.77,18.88,14.16,4.72
23.02,6.31,11.75,16.37,4.62,18.71,14.01,4.69
21.06,6.08,11.47,16.22,4.75,18.56,14.21,4.35
20.83,6.08,10.66,16.14,5.48,18.05,14.21,3.84
19.94,6.06,10.50,16.07,5.57,17.88,13.55,4.33
19.80,6.06,10.23,16.08,5.86,17.44,13.44,4.01
14.72,5.89,10.13,18.56,8.43,17.12,6.87,10.26
13.16,5.89,9.92,18.93,9.01,16.24,5.32,10.92
13.17,5.89,9.83,18.92,9.09,15.95,5.34,10.61
10.61,4.70,9.82,11.71,1.89,15.64,12.48,3.16
9.67,4.70,9.59,11.35,1.77,14.55,12.88,1.67
8.56,4.23,9.52,10.88,1.36,14.21,12.50,1.71
7.94,4.23,9.42,10.73,1.31,13.62,12.47,1.14
6.55,3.75,9.36,10.43,1.07,13.33,12.63,0.70
6.25,3.75,9.47,10.36,0.89,12.55,12.61,0.06
6.17,3.75,9.45,10.34,0.89,12.40,12.60,0.20
5.64,3.75,9.44,10.59,1.15,12.26,12.40,0.14
5.53,3.75,9.51,10.65,1.14,12.01,12.35,0.35
4.81,3.41,9.50,11.51,2.01,12.04,11.99,0.05
4.84,3.41,9.70,11.49,1.79,12.02,12.00,0.02
4.69,3.41,9.73,11.60,1.86,11.99,11.94,0.06
5.09,3.42,10.26,11.33,1.07,11.92,12.12,0.20
4.92,3.42,10.33,11.44,1.11,11.91,12.05,0.14
5.20,3.52,10.38,11.14,0.76,11.95,12.21,0.25
5.70,3.52,10.50,10.90,0.40,12.17,12.40,0.23
6.72,3.73,10.58,10.48,0.10,12.28,12.65,0.36
7.59,3.73,10.78,10.69,0.09,12.57,12.71,0.13
8.89,3.73,10.55,11.01,0.46,12.81,12.80,0.01
11.94,4.17,10.55,11.76,1.21,13.44,12.73,0.72
13.56,4.17,10.62,13.24,2.63,13.61,11.89,1.72
16.05,4.53,10.83,13.86,3.03,13.83,11.94,1.88
17.33,4.53,11.58,13.69,2.11,14.63,12.73,1.90
22.05,5.06,11.85,13.39,1.54,15.01,16.28,1.27
24.14,5.06,13.25,12.69,0.56,16.26,17.87,1.61
23.64,5.06,13.67,12.78,0.89,16.83,18.00,1.17
25.27,6.33,13.97,17.83,3.86,17.71,13.85,3.85
25.23,6.33,14.64,17.81,3.17,20.58,13.86,6.72
23.72,7.28,14.82,16.73,1.91,21.64,13.42,8.21
27.09,7.28,15.23,16.53,1.30,23.97,11.47,12.49
34.86,8.78,15.32,19.11,3.79,25.25,12.11,13.14
36.52,8.78,15.85,19.71,3.85,29.25,12.97,16.28
39.78,8.78,15.86,22.80,6.94,30.73,13.08,17.64
45.56,10.00,15.93,27.72,11.78,32.01,11.53,20.49
46.28,10.00,16.24,28.00,11.76,35.67,12.07,23.61
48.11,10.00,16.23,26.94,10.71,36.72,10.37,26.35
50.94,11.05,16.31,28.32,12.01,38.72,12.65,26.07
50.22,11.05,16.25,28.69,12.44,39.71,12.18,27.52
51.59,11.05,16.44,27.53,11.09,41.48,12.40,29.08
53.66,11.59,16.37,24.19,7.82,41.95,21.17,20.77
53.47,11.59,16.29,25.35,9.06,42.32,18.95,23.37
53.91,11.78,16.20,27.64,11.44,42.67,16.23,26.44
54.45,11.78,16.21,24.77,8.57,42.72,22.41,20.31
53.56,11.50,16.33,23.54,7.21,42.93,22.42,20.50
54.06,11.50,16.52,21.98,5.46,43.06,27.55,15.51
54.41,11.50,16.87,21.60,4.73,43.85,29.72,14.13
54.20,11.50,17.15,21.83,4.68,44.42,28.45,15.97
54.97,11.50,18.31,20.94,2.63,46.54,32.80,13.74
56.06,11.72,18.74,20.08,1.34,47.37,34.06,13.31
56.75,11.72,19.31,19.22,0.09,48.18,36.84,11.34
57.52,11.72,21.38,18.31,3.07,50.60,40.08,10.52
59.42,12.97,22.05,27.06,5.00,51.55,30.74,20.81
60.61,12.97,23.40,25.06,1.66,53.52,41.46,12.06
61.75,14.11,24.01,24.28,0.27,54.47,48.12,6.35
62.83,14.11,25.95,25.04,0.90,57.24,46.89,10.35
65.25,15.47,26.67,26.08,0.59,58.26,50.90,7.36
65.73,15.47,27.42,26.10,1.31,59.20,50.43,8.77
66.34,15.47,30.03,25.80,4.22,61.46,50.08,11.38
68.31,17.00,30.87,26.85,4.02,62.16,60.51,1.65
69.39,17.00,32.75,26.13,6.62,63.42,60.94,2.47
70.69,18.16,33.66,30.90,2.76,64.18,68.34,4.17
71.70,18.16,36.99,29.42,7.57,65.94,69.94,3.99
72.97,19.48,38.20,36.63,1.56,66.73,66.61,0.12
73.92,19.48,39.47,35.74,3.74,67.71,67.42,0.28
73.88,19.48,43.72,35.78,7.94,71.91,67.38,4.52
75.39,21.48,44.92,39.44,5.48,73.66,72.04,1.62
76.20,21.48,48.37,38.93,9.44,80.62,71.59,9.03
75.33,22.98,49.16,45.28,3.87,83.26,82.11,1.15
75.25,22.98,49.63,45.33,4.30,86.00,82.11,3.90
76.69,24.95,50.74,48.88,1.86,93.77,97.91,4.14
76.81,24.95,51.20,48.89,2.31,96.07,97.98,1.91
77.45,24.95,51.53,48.93,2.61,98.48,98.40,0.08
78.80,24.95,51.87,47.04,4.83,104.10,97.75,6.35
78.69,24.95,52.08,47.36,4.72,105.85,97.88,7.96
79.92,27.02,52.66,50.05,2.61,108.99,108.45,0.54
80.61,27.02,53.03,50.70,2.32,110.40,109.02,1.39
80.42,27.02,53.77,50.53,3.24,114.14,108.86,5.28
79.53,28.30,54.13,51.00,3.14,115.29,109.22,6.07
80.97,28.30,54.56,52.43,2.13,116.30,110.01,6.29
83.53,28.89,55.78,55.62,0.16,118.95,111.92,7.03
77.84,28.89,56.19,53.78,2.40,119.64,106.81,12.83
87.61,29.64,56.46,53.71,2.75,120.37,114.51,5.85
85.84,29.64,56.76,55.95,0.81,121.18,111.27,9.91
80.17,29.64,57.13,52.99,4.15,121.85,113.13,8.73
94.42,30.45,57.87,53.25,4.61,123.80,122.00,1.80
90.67,30.45,58.11,54.32,3.79,124.41,118.63,5.79
88.48,30.92,58.37,56.61,1.76,124.89,119.66,5.24
99.47,30.92,58.98,53.59,5.38,126.20,124.17,2.03
92.14,31.28,59.26,55.75,3.52,126.51,123.53,2.98
109.19,31.28,59.56,56.87,2.69,126.98,127.49,0.50
103.38,31.28,59.57,54.97,4.60,127.27,125.11,2.15
94.17,31.80,59.80,56.32,3.48,127.52,127.40,0.12
120.98,31.80,59.82,55.84,3.98,127.71,136.82,9.10
108.72,31.89,59.94,58.11,1.83,127.70,128.24,0.54
105.19,31.89,59.61,56.74,2.87,127.65,128.64,0.99
106.23,32.05,59.47,57.39,2.08,127.56,129.64,2.08
99.11,32.05,59.84,56.36,3.48,127.27,131.58,4.31
107.91,32.05,60.19,58.04,2.15,126.91,129.45,2.55
103.80,32.03,60.44,56.42,4.02,126.29,129.81,3.52
103.86,32.03,60.61,56.44,4.17,126.09,129.80,3.71
96.19,31.55,60.81,55.46,5.35,125.87,128.09,2.22
92.75,31.55,60.33,56.07,4.26,124.83,125.15,0.32
109.97,31.39,59.77,57.43,2.34,124.42,128.07,3.65
97.62,31.39,58.18,54.94,3.24,123.07,128.50,5.43
95.92,31.39,57.45,55.19,2.26,122.14,127.20,5.05
104.78,31.02,55.14,54.71,0.43,119.06,124.42,5.35
93.22,31.02,54.33,54.92,0.59,117.87,123.00,5.13
94.02,30.20,53.56,52.62,0.94,116.74,120.77,4.03
93.56,30.20,51.66,52.73,1.07,113.30,120.29,6.99
88.14,29.22,51.15,51.86,0.71,111.95,112.79,0.84
90.84,29.22,50.53,50.60,0.07,110.71,114.27,3.56
91.03,29.22,48.57,50.55,1.98,106.94,114.46,7.53
87.91,28.08,48.19,48.37,0.18,105.63,106.64,1.01
90.36,28.08,47.18,47.77,0.59,102.92,106.32,3.41
90.77,27.08,46.58,45.13,1.45,101.80,100.94,0.85
90.12,27.08,45.18,45.29,0.11,98.70,100.22,1.52
90.67,26.45,44.99,43.53,1.45,97.74,98.22,0.48
90.44,26.45,44.56,43.59,0.97,96.90,97.96,1.06
